-0.149922	-0.206913	-0.0935428	-0.0460544	0.0488544	0.115507	0.206279	0.0959667	
0.132581	-0.0584828	-0.111911	-0.100908	-0.021836	-0.0483949	-0.0535068	0.000395523	
-0.210712	-0.13834	-0.119834	-0.0566315	-0.076288	0.0640006	0.103229	0.239992	
0.106115	0.105305	-0.0732279	-0.0456632	0.121765	0.130585	0.053806	0.0741058	
0.0665759	0.0746137	0.230462	0.320343	0.353619	0.154269	-0.00162284	-0.154114	
0.050684	-0.0105914	-0.0408213	-0.0128116	0.0842193	-0.0257839	0.0946504	0.0010175	
-0.0095319	0.020886	-0.103795	-0.224041	-0.255881	-0.191507	-0.11486	-0.0574117	
0.221805	0.156352	0.0549398	0.0535134	0.0746026	-0.0103329	-0.179353	-0.21008	
0.0359475	-0.0681717	-0.0158848	0.200013	0.396688	0.302121	0.278008	0.10533	
0.169284	0.195174	0.188787	0.0994506	-0.114687	-0.33885	-0.347678	-0.110194	
0.117879	0.202469	0.0268242	0.221397	0.335741	0.221455	-0.114583	0.170153	
0.116774	0.131149	0.115061	0.0533332	0.0944172	-0.0806793	0.025657	0.0494163	
-0.0637945	0.0374734	0.0615064	0.0609614	-0.0269006	0.0414576	-0.0378567	-0.134594	
-0.034161	-0.193001	-0.0899466	-0.0820577	-0.0557912	-0.161252	-0.099568	-0.290046	
-0.0690044	0.0477359	0.0922816	0.106747	0.0767661	0.15195	-0.0584989	-0.27127	
0.0713888	0.0338302	0.0732445	0.171574	0.229933	0.273624	0.188831	-0.0330078	
-0.322789	0.0822725	0.0605578	0.0373815	-0.0272389	0.0593839	0.15127	0.367456	
-0.109932	-0.211571	-0.0381779	0.0858491	0.157037	0.177172	0.200483	0.09714	
-0.0247914	0.0352655	-0.0154417	-0.0457195	-0.0131067	0.0639031	0.153388	0.140696	
0.498009	0.370417	0.313196	0.259065	0.0902493	-0.186874	-0.286116	-0.471297	
0.0186652	-0.0626196	-0.10998	-0.0623427	0.00128308	0.0272328	0.00850596	-0.0882875	
-0.343399	-0.12274	-0.00791524	0.0296087	0.0873216	0.142624	0.377191	0.4716	
0.113761	0.05917	-0.0388619	-0.124586	-0.138887	-0.00432553	-0.0825083	0.0168981	
0.0500592	0.123786	0.11101	0.0531129	0.0812555	-0.0859095	-0.0183369	-0.0104543	
0.21998	-0.156372	-0.138668	0.0460635	0.223675	0.166735	-0.0156829	0.0395079	
0.0698603	-0.271573	-0.156891	0.0118623	0.201292	0.365234	0.169603	0.0494815	
-0.153485	0.152956	0.330356	0.109486	-0.0439679	-0.115887	0.0606662	0.23839	
-0.117317	-0.0979694	0.0367379	0.0847158	0.20651	0.0638568	0.107283	0.145139	
0.272649	0.268401	0.210542	0.220141	0.219373	-0.0497544	-0.0535819	0.340836	
0.183216	0.0956213	0.116219	-0.00649505	-0.0574331	-0.0859833	-0.137299	-0.217943	
0.214103	0.145346	0.119473	0.151113	0.0144486	-0.168139	-0.228129	-0.295386	
